city,latitude,longitude,post_code,timezone,minimum_delivery_time,minimum_order_amount,minimum_pickup_time,name,rating,review_number,review_with_comment_number,vertical,vertical_parent,delivery_provider,is_active,is_new,is_promoted,dine_in,main_cuisine
Karachi,24.9260927,67.0872544,00000,Asia/Karachi,17035,0,15,MZ Kitchen,3.5,8,0,restaurants,Restaurant,platform_delivery,True,True,False,False,Fast Food
Karachi,24.9855588,67.0627805,75770,Asia/Karachi,17025,0,10,Jackson's Fried Chicken - North Karachi,2.9,71,0,restaurants,Restaurant,platform_delivery,True,False,False,False,American
Karachi,24.840147,67.075008,75400,Asia/Karachi,17030,0,20,Manchester Pizza,3.3,660,0,restaurants,Restaurant,platform_delivery,True,False,False,False,
Karachi,24.9512561,67.0524603,74700,Asia/Karachi,0,0,15,Pizza Charlie,3.3,9,0,restaurants,Restaurant,platform_delivery,True,True,False,False,Pizza
Karachi,24.9093723,67.1314515,75290,Asia/Karachi,17040,0,10,Zaid Biryani & Foods,4.1,997,0,restaurants,Restaurant,platform_delivery,True,False,False,False,Burgers
Karachi,24.87112855,67.1866099,75500,Asia/Karachi,17045,0,5,Madina Pakwan & Sheermal House,4.1,694,0,restaurants,Restaurant,platform_delivery,True,False,False,False,Pakistani
Karachi,24.8442219,67.0204844,75600,Asia/Karachi,17005,0,5,Al Rehman biryani centre - sultanabad,3.5,502,0,restaurants,Restaurant,platform_delivery,True,False,False,False,Biryani
Karachi,24.8013852,67.072607,75500,Asia/Karachi,17020,0,10,Jardin,4.3,192,0,restaurants,Restaurant,platform_delivery,True,False,False,False,Continental
Karachi,24.8021017,67.0308959,74000,Asia/Karachi,0,0,15,Mrs Zaeem's Kitchen-VD,4.4,14,0,restaurants,Restaurant,vendor_delivery,True,False,False,False,Pakistani
Karachi,24.9244033,67.1302917,75290,Asia/Karachi,0,0,15,DESI BAR,3.5,2,0,restaurants,Restaurant,platform_delivery,True,False,False,False,Fast Food
Karachi,24.9071914,67.086525,74600,Asia/Karachi,17025,0,10,Go Fresh,3.9,7,0,restaurants,Restaurant,platform_delivery,True,True,False,False,Healthy Food
Karachi,25.0025636,67.1217313,07526,Asia/Karachi,0,0,15,Al Aziz Daal Chawal,2.3,29,0,restaurants,Restaurant,platform_delivery,True,False,False,False,Pakistani
Karachi,24.87112582,67.05871008,75400,Asia/Karachi,17015,0,5,Bismillah Master Biryani PECHS,3.6,167,0,restaurants,Restaurant,platform_delivery,True,False,False,False,Pakistani
Karachi,24.937854,67.1026688,74000,Asia/Karachi,17030,0,5,Bismillah Mini Mart,0.0,0,0,groceries,Shop,platform_delivery,True,False,False,False,
Karachi,24.81436155,67.04967467,75500,Asia/Karachi,17010,0,5,Agha Foods - Khadda Market,4.3,13,0,restaurants,Restaurant,platform_delivery,True,False,False,False,Pakistani
Karachi,24.9115282,67.1241705,75300,Asia/Karachi,17050,0,25,Dr. Essa Laboratory & Diagnostic Centre-KHI,0.0,0,0,services,Shop,vendor_delivery,True,False,False,False,
Karachi,24.8020467,67.07325415,75500,Asia/Karachi,0,0,15,Bread & Bun,2.2,5,0,restaurants,Restaurant,platform_delivery,True,False,False,False,Fast Food
Karachi,24.9075353,67.1346797,75290,Asia/Karachi,0,0,12,Larkana Sajji BBQ & Restaurant - Rabia City,3.7,708,0,restaurants,Restaurant,platform_delivery,True,False,False,False,Pakistani
Karachi,24.7963322,67.0454867,75270,Asia/Karachi,17010,0,5,One Health Pharmacy- DHA,0.0,0,0,health_and_wellness,Shop,platform_delivery,True,False,False,False,
Karachi,24.9401617,67.0508297,75500,Asia/Karachi,0,0,15,Manpasand Dehli Kay Chaatkhary,3.0,4,0,restaurants,Restaurant,platform_delivery,True,False,False,False,Pakistani
Karachi,24.90486205,67.045235,74600,Asia/Karachi,17015,0,10,Master Biryani & Pakwan Centre - Liaquatabad,5.0,2,0,restaurants,Restaurant,platform_delivery,True,False,False,False,Pakistani
Lahore,31.5211519,74.34996805,54000,Asia/Karachi,18835,0,15,Pure Home Food,4.1,100,0,restaurants,Restaurant,platform_delivery,True,False,False,False,Pakistani
Lahore,31.54961829,74.38531168,54000,Asia/Karachi,0,0,15,Hot & Crusty,2.1,10,0,restaurants,Restaurant,platform_delivery,True,False,False,False,Fast Food
Lahore,31.52044395,74.32435625,54000,Asia/Karachi,18820,0,5,Student Sindhi Chicken Biryani & BBQ - Muslim Town,3.8,1107,0,restaurants,Restaurant,platform_delivery,True,False,False,False,Biryani
Lahore,31.5003183,74.3215409,54000,Asia/Karachi,18820,0,10,Usman Juice & Ice Cream Corner,4.1,305,0,restaurants,Restaurant,platform_delivery,True,False,False,False,
Lahore,31.4248305,74.2652537,54000,Asia/Karachi,0,0,12,London Melt,4.0,1447,0,restaurants,Restaurant,platform_delivery,True,False,False,False,Pizza
Lahore,31.47673525,74.3147419,54000,Asia/Karachi,18820,0,10,Haq Bahu Naan Shop,4.3,1588,0,restaurants,Restaurant,platform_delivery,True,False,False,False,Pakistani
Lahore,31.4317223,74.3479678,54000,Asia/Karachi,0,0,15,Hunger Bite,5.0,1,0,restaurants,Restaurant,platform_delivery,True,False,False,False,Fast Food
Lahore,31.4773903,74.413554,54000,Asia/Karachi,18845,0,15,Tasty Tarka,4.1,786,0,restaurants,Restaurant,platform_delivery,True,False,False,False,Pakistani
Lahore,31.5333425,74.2833237,54000,Asia/Karachi,0,0,15,Dawood Broast Family Restaurant,2.5,2,0,restaurants,Restaurant,platform_delivery,True,False,False,False,Fast Food
Lahore,31.46580666,74.33673705,54000,Asia/Karachi,18830,0,15,Shahi Murgh Chanay & Haleem,4.0,16,0,restaurants,Restaurant,platform_delivery,True,False,False,False,Pakistani
Lahore,31.42587335,74.2674866,542000,Asia/Karachi,18810,0,10,Pizza Channel - Wapda Town,4.1,1140,0,restaurants,Restaurant,platform_delivery,True,False,False,False,Pizza
Lahore,31.4711365,74.3559129,54750,Asia/Karachi,18830,0,10,WB By Hemani - Packages Mall,0.0,0,0,beauty,Shop,platform_delivery,True,False,False,False,
Lahore,31.5206,74.270878,54000,Asia/Karachi,18815,0,10,Miraj Classic Kitchen,4.4,1602,0,restaurants,Restaurant,platform_delivery,True,False,False,False,Pakistani
Lahore,31.470498,74.2599983,54000,Asia/Karachi,0,0,15,Chinese Cuisine- Johar Town,4.1,1180,0,restaurants,Restaurant,platform_delivery,True,False,False,False,Chinese
Lahore,31.5186727,74.3463732,542000,Asia/Karachi,18830,0,10,Sashas,4.0,249,0,restaurants,Restaurant,platform_delivery,True,False,False,False,Fast Food
Lahore,31.39417058,74.25528369,54000,Asia/Karachi,18805,0,10,Stone Fire,0.0,0,0,restaurants,Restaurant,platform_delivery,True,True,False,False,Fast Food
Lahore,31.6009722,74.3581389,54000,Asia/Karachi,0,0,15,Sufi Sweets & Bakers (China Scheme),3.5,105,0,restaurants,Restaurant,platform_delivery,True,False,False,False,Cakes & Bakery
Lahore,31.390164,74.168979,54000,Asia/Karachi,18790,0,15,Food Affairs - Bahria Town,4.2,315,0,restaurants,Restaurant,platform_delivery,True,False,False,False,Chinese
Lahore,31.488487,74.325703,542000,Asia/Karachi,0,0,12,786 Red Rock Paratha Roll & BBQ,3.8,536,0,restaurants,Restaurant,platform_delivery,True,False,False,False,Pakistani
Lahore,31.51413775,74.35755405,54000,Asia/Karachi,18835,0,15,Phulka Cuisine,4.3,602,0,restaurants,Restaurant,platform_delivery,True,False,False,False,Pakistani
Lahore,31.4547226,74.2077733,54000,Asia/Karachi,18805,0,20,Delicious Side,3.8,107,0,restaurants,Restaurant,platform_delivery,True,False,False,False,Pakistani
Lahore,31.5419803,74.3328756,54000,Asia/Karachi,18825,0,5,Biryani Express - Jail Road,3.6,182,0,restaurants,Restaurant,platform_delivery,True,False,False,False,Biryani
Lahore,31.5691957,74.4171414,54000,Asia/Karachi,18850,0,15,Jangoo's Fast food and BBQ,3.2,13,0,restaurants,Restaurant,platform_delivery,True,False,False,False,Fast Food
Lahore,31.5443933,74.3057605,54200,Asia/Karachi,0,0,12,The Grill Company,3.9,546,0,restaurants,Restaurant,platform_delivery,True,False,False,False,Burgers
Lahore,31.5679401,74.2933285,54000,Asia/Karachi,0,0,15,Dana Pani Rooftop Restaurant,4.3,4,0,restaurants,Restaurant,platform_delivery,True,False,False,False,Pizza
Lahore,31.52604315,74.328125,54000,Asia/Karachi,18825,0,10,Rehmat Kay zaiqay,3.6,74,0,restaurants,Restaurant,platform_delivery,True,False,False,False,Fast Food
Lahore,31.4453102,74.3013396,54000,Asia/Karachi,0,0,20,On The Go,4.2,195,0,restaurants,Restaurant,platform_delivery,True,False,False,False,Fast Food
Lahore,31.5676888,74.3117574,54000,Asia/Karachi,18820,0,10,PAK TEA HOUSE,3.7,81,0,restaurants,Restaurant,platform_delivery,True,False,False,False,Fast Food
Lahore,31.565178,74.337992,54000,Asia/Karachi,18825,0,10,Khan Hotel,4.0,892,0,restaurants,Restaurant,platform_delivery,True,False,False,False,
Lahore,31.5325213,74.3633618,54000,Asia/Karachi,18835,0,10,HoT N Fast,3.5,52,0,restaurants,Restaurant,platform_delivery,True,False,False,False,Burgers
Lahore,31.5060922,74.2620977,54000,Asia/Karachi,18815,0,15,Rifa Kitchen,4.0,310,0,restaurants,Restaurant,platform_delivery,True,False,False,False,Pakistani
Lahore,31.4403504,74.3029288,54000,Asia/Karachi,18820,0,10,Chicken Cube,3.9,11,0,restaurants,Restaurant,platform_delivery,True,False,False,False,Fast Food
Lahore,31.5869734,74.33172135,54000,Asia/Karachi,18830,0,10,The KITCHEN BITE,3.8,4,0,restaurants,Restaurant,platform_delivery,True,True,False,False,Pakistani
Lahore,31.361802,74.186843,54000,Asia/Karachi,18790,0,10,Coffee Planet - Bahria Town,3.0,2,0,restaurants,Restaurant,platform_delivery,True,True,False,False,Fast Food
Lahore,31.4744788,74.40142835,54000,Asia/Karachi,0,0,15,Joey's,4.3,101,0,restaurants,Restaurant,platform_delivery,True,False,False,False,Desserts
Lahore,31.5832559,74.3393128,54000,Asia/Karachi,18830,0,10,Molvi Tikkion Walay,3.8,25,0,restaurants,Restaurant,platform_delivery,True,False,False,False,Pakistani
Lahore,31.5977442,74.39535345,34000,Asia/Karachi,0,0,15,Foody,3.7,55,0,restaurants,Restaurant,platform_delivery,True,False,False,False,Fast Food
Lahore,31.521886,74.31571,54000,Asia/Karachi,18820,0,10,Golden Mutton Chaana,4.3,748,0,restaurants,Restaurant,platform_delivery,True,False,False,False,Savouries
Lahore,31.6002159,74.30909995,54000,Asia/Karachi,18830,0,20,2nd Plate,3.8,194,0,restaurants,Restaurant,platform_delivery,True,False,False,False,Fast Food
Lahore,31.4554606,74.2812971,34000,Asia/Karachi,18810,0,5,Lasani Dahi Bhalay - Johar Town,4.5,58,0,restaurants,Restaurant,platform_delivery,True,False,False,False,Pakistani
Lahore,31.4524244,74.2897615,54000,Asia/Karachi,0,0,15,Nafees Spice and Grill,4.3,56,0,restaurants,Restaurant,platform_delivery,True,False,False,False,Burgers
Lahore,31.491735,74.3686548,54000,Asia/Karachi,18840,0,15,Food Corridor,3.5,50,0,restaurants,Restaurant,platform_delivery,True,False,False,False,Pakistani
Lahore,31.475306,74.2843154,4000,Asia/Karachi,18815,0,15,Taste Elements,4.4,63,0,restaurants,Restaurant,platform_delivery,True,False,False,False,
Lahore,31.563532,74.416383,75500,Asia/Karachi,18850,0,15,Badshah Tandoors,4.2,2539,0,restaurants,Restaurant,platform_delivery,True,False,False,False,
Lahore,31.49313345,74.38958215,54000,Asia/Karachi,0,0,15,Magic Kitchen,4.4,316,0,restaurants,Restaurant,platform_delivery,True,False,False,False,Pakistani
Lahore,31.4794309,74.4542667,54000,Asia/Karachi,18845,0,5,Ice Bear – DHA,4.5,65,0,restaurants,Restaurant,platform_delivery,True,False,False,False,Desserts
Lahore,31.4604272,74.3037004,54000,Asia/Karachi,18815,0,5,The Chemist Pharmacy,0.0,0,0,health_and_wellness,Shop,platform_delivery,True,False,False,False,
Lahore,31.48508675,74.3867377,54000,Asia/Karachi,18840,0,15,The Cheese Factor - DHA,4.0,491,0,restaurants,Restaurant,platform_delivery,True,False,False,False,Pizza
Lahore,31.536933,74.272385,54000,Asia/Karachi,0,0,12,Fried King,4.4,752,0,restaurants,Restaurant,platform_delivery,True,False,False,False,Fast Food
Lahore,31.5627839,74.3445123,54000,Asia/Karachi,0,0,15,Chicago Chinese,4.0,127,0,restaurants,Restaurant,platform_delivery,True,False,False,False,Chinese
Lahore,31.46136425,74.24448905,54000,Asia/Karachi,18800,0,5,Daal Matka - Thokar,4.0,430,0,restaurants,Restaurant,platform_delivery,True,False,False,False,Pakistani
Lahore,31.55981335,74.32304175,54000,Asia/Karachi,18825,0,10,Rangila Burger,4.2,1310,0,restaurants,Restaurant,platform_delivery,True,False,False,False,Fast Food
Lahore,31.4934685,74.3996726,54000,Asia/Karachi,18845,0,15,Fresh Bite,4.2,97,0,restaurants,Restaurant,platform_delivery,True,False,False,False,Pakistani
Lahore,31.4261944,74.2999722,55000,Asia/Karachi,18825,0,15,Bhabi Jee Ka Dashtarkhuwan,3.8,482,0,restaurants,Restaurant,platform_delivery,True,False,False,False,Pakistani
Lahore,31.53418694,74.29638942,54000,Asia/Karachi,0,0,15,Best Naan Shop,4.1,77,0,restaurants,Restaurant,platform_delivery,True,False,False,False,Pakistani
Lahore,31.5203283,74.3004007,45500,Asia/Karachi,18825,0,15,Sahra's kitchen,4.4,326,0,restaurants,Restaurant,platform_delivery,True,False,False,False,Pakistani
Lahore,31.4432867,74.2129501,54000,Asia/Karachi,18800,0,10,Bait Al Zaiqa,5.0,4,0,restaurants,Restaurant,platform_delivery,True,True,False,False,Pakistani
Lahore,31.46293,74.244419,54000,Asia/Karachi,0,0,12,Swadi Food,4.2,768,0,restaurants,Restaurant,platform_delivery,True,False,False,False,Pakistani
Lahore,31.5691908,74.4116853,54000,Asia/Karachi,18845,0,10,Hot N Slice Fast Food - Harbanspura,2.7,37,0,restaurants,Restaurant,platform_delivery,True,False,False,False,Fast Food
Lahore,31.5149267,74.2618464,54000,Asia/Karachi,0,0,12,Lasani Murgh Chaney & Murgh Haleem,4.2,536,0,restaurants,Restaurant,platform_delivery,True,False,False,False,Pakistani
Lahore,31.48969,74.368886,46000,Asia/Karachi,0,0,12,Haji Sardar Machli Farosh,4.0,1082,0,restaurants,Restaurant,platform_delivery,True,False,False,False,Pakistani
Lahore,31.4459348,74.2805436,54000,Asia/Karachi,0,0,15,Charsi Pizza,4.0,24,0,restaurants,Restaurant,platform_delivery,True,False,False,False,Fast Food
Lahore,31.52313118,74.30167983,54000,Asia/Karachi,0,0,15,Ali Baba Shawarma & Burger Point,3.8,42,0,restaurants,Restaurant,platform_delivery,True,False,False,False,Fast Food
Lahore,31.5763318,74.40635785,54000,Asia/Karachi,0,0,15,Big Bite,2.6,33,0,restaurants,Restaurant,platform_delivery,True,False,False,False,Burgers
Lahore,31.466056,74.273806,54000,Asia/Karachi,18820,0,15,ALNAFOURA,4.0,182,0,restaurants,Restaurant,platform_delivery,True,False,False,False,Pakistani
Lahore,31.5198944,74.44882,54000,Asia/Karachi,0,0,15,Royal Coffee & Juice,0.0,0,0,restaurants,Restaurant,platform_delivery,True,False,False,False,Healthy Food
Lahore,31.560083,74.400832,54000,Asia/Karachi,0,0,15,QUETTA SAJJI & NIHARI HOUSE - Tajpura,4.2,79,0,restaurants,Restaurant,platform_delivery,True,False,False,False,Pakistani
Lahore,31.5306221,74.3505979,54000,Asia/Karachi,18830,0,10,Bozo,3.9,46,0,restaurants,Restaurant,platform_delivery,True,False,False,False,Chinese
Lahore,31.536874,74.272543,54000,Asia/Karachi,0,0,12,Dada Pota Murgh Chany - Niazi Adda,4.2,468,0,restaurants,Restaurant,platform_delivery,True,False,False,False,
Lahore,31.5294164,74.3109275,54000,Asia/Karachi,18825,0,10,Chill Dill,0.0,0,0,restaurants,Restaurant,platform_delivery,True,True,False,False,Fast Food
Lahore,31.4449886,74.2795986,54000,Asia/Karachi,18815,0,15,The Crust Pizza,3.8,191,0,restaurants,Restaurant,platform_delivery,True,False,False,False,Pizza
Lahore,31.5720666,74.4233519,54000,Asia/Karachi,18850,0,15,Chatore,4.0,253,0,restaurants,Restaurant,platform_delivery,True,False,False,False,Savouries
Lahore,31.475652,74.305707,54000,Asia/Karachi,18815,0,5,Heaven's Fruit Shop,4.3,119,0,fruits_and_vegetables,Shop,platform_delivery,True,False,False,False,
Lahore,31.51639025,74.2776802,54000,Asia/Karachi,0,0,20,Zam's Pizza,3.7,126,0,restaurants,Restaurant,platform_delivery,True,False,False,False,Pizza
Lahore,31.6002089,74.30907845,54000,Asia/Karachi,18835,0,20,Fork And Spoon,3.6,63,0,restaurants,Restaurant,platform_delivery,True,True,False,False,Continental
Lahore,31.5006829,74.3213312,54000,Asia/Karachi,18825,0,15,Spice up Pizza & Burger-Barkat Market,3.6,16,0,restaurants,Restaurant,platform_delivery,True,False,False,False,Fast Food
Lahore,31.35782686,74.17463537,54000,Asia/Karachi,18785,0,10,Pizza Xclusive - Bahria Town,3.8,198,0,restaurants,Restaurant,platform_delivery,True,False,False,False,Pizza
Lahore,31.510269,74.343164,54000,Asia/Karachi,18830,0,10,Capri Restaurant,4.1,4828,0,restaurants,Restaurant,dine_in,True,False,False,True,Pakistani
Lahore,31.5987161,74.3384159,54000,Asia/Karachi,0,0,15,Burg' Fries,2.2,6,0,restaurants,Restaurant,platform_delivery,True,False,False,False,Fast Food
Lahore,31.5797508,74.3481748,54000,Asia/Karachi,0,0,15,BILLY BONANZA,3.0,1,0,restaurants,Restaurant,platform_delivery,True,False,False,False,Fast Food
Lahore,31.4572934,74.2746638,54000,Asia/Karachi,18815,0,15,Apna Dhaba,4.0,883,0,restaurants,Restaurant,platform_delivery,True,False,False,False,Pakistani
Lahore,31.3864852,74.1762424,54000,Asia/Karachi,0,0,15,Crispy Fried,3.5,179,0,restaurants,Restaurant,platform_delivery,True,False,False,False,Fast Food
Lahore,31.4397873,74.3568595,54600,Asia/Karachi,0,0,15,Bismillah Nan shop & Molvi day channay,4.5,2,0,restaurants,Restaurant,platform_delivery,True,False,False,False,Pakistani
Lahore,31.4898641,74.3194279,54000,Asia/Karachi,0,0,12,Akhtar Bhaiya Kabab Shop,3.4,209,0,restaurants,Restaurant,platform_delivery,True,False,False,False,
Lahore,31.45593404,74.31050656,54000,Asia/Karachi,0,0,15,Daily Dose (Bhook Ka Elaj),4.1,269,0,restaurants,Restaurant,platform_delivery,True,False,False,False,Fast Food
Lahore,31.4524016,74.290479,54000,Asia/Karachi,0,0,15,Daal Matka - UMT,4.0,180,0,restaurants,Restaurant,platform_delivery,True,False,False,False,Pakistani
Lahore,31.384578,74.169149,54000,Asia/Karachi,0,0,15,Sariya's Sip N Bite,4.2,1353,0,restaurants,Restaurant,platform_delivery,True,False,False,False,Fast Food
Lahore,31.4510833,74.2483333,57000,Asia/Karachi,0,0,15,FOODIVA,4.0,68,0,restaurants,Restaurant,platform_delivery,True,False,False,False,Pakistani
Lahore,31.44351588,74.39976754,54000,Asia/Karachi,0,0,15,Papa Wong's,4.0,42,0,restaurants,Restaurant,platform_delivery,True,False,False,False,Chinese
Lahore,31.4113923,74.2192967,54000,Asia/Karachi,18800,0,15,Swad,4.2,183,0,restaurants,Restaurant,platform_delivery,True,False,False,False,Pakistani
Lahore,31.4833916,74.3935145,54000,Asia/Karachi,18840,0,15,Zingpa Chinese Restaurant,4.2,316,0,restaurants,Restaurant,platform_delivery,True,False,False,False,
Lahore,31.4679478,74.3024643,54000,Asia/Karachi,18815,0,10,SE7EN Tea Room,4.1,9,0,restaurants,Restaurant,dine_in,True,False,False,True,Fast Food
Lahore,31.456924,74.308511,54000,Asia/Karachi,0,0,12,Burger Club,4.0,1519,0,restaurants,Restaurant,platform_delivery,True,False,False,False,Burgers
Lahore,31.56203815,74.319631,54000,Asia/Karachi,0,0,15,Nirala Ice Cream & Juice Corner,3.6,57,0,restaurants,Restaurant,platform_delivery,True,False,False,False,Beverages
Lahore,31.5695714,74.32071,34000,Asia/Karachi,18825,0,10,Lahori Hareesa,2.9,16,0,restaurants,Restaurant,platform_delivery,True,False,False,False,Pakistani
Lahore,31.4461161,74.2686295,54000,Asia/Karachi,0,0,15,Roti Salan,4.0,6,0,restaurants,Restaurant,platform_delivery,True,False,False,False,Pakistani
Lahore,31.48636,74.4510467,54000,Asia/Karachi,18850,0,10,Macao,3.8,126,0,restaurants,Restaurant,platform_delivery,True,False,False,False,Chinese
Lahore,31.49260143,74.31065308,05309,Asia/Karachi,0,0,15,Euro Store - Garden Town,0.0,0,0,supermarket,Shop,platform_delivery,True,False,False,False,
Lahore,31.5077299,74.3540019,54000,Asia/Karachi,0,0,15,Bamboo House - Gulberg,4.2,5,0,restaurants,Restaurant,dine_in,True,False,False,True,Chinese
Lahore,31.409397,74.259443,54000,Asia/Karachi,18810,0,10,Gloria Jeans,4.3,954,0,restaurants,Restaurant,platform_delivery,True,False,False,False,Beverages
Lahore,31.57117365,74.39219475,54000,Asia/Karachi,0,0,15,Pizza Family,3.4,46,0,restaurants,Restaurant,platform_delivery,True,False,False,False,Fast Food
Lahore,31.5088333,74.4411111,54000,Asia/Karachi,0,0,15,Lahori Buffet Box - [Catering],0.0,0,0,caterers,Restaurant,vendor_delivery,True,False,False,False,Pakistani
Lahore,31.5548085,74.4158532,54000,Asia/Karachi,0,0,12,VIP Food Point,3.8,115,0,restaurants,Restaurant,platform_delivery,True,False,False,False,Burgers
Lahore,31.53745645,74.2877912,54000,Asia/Karachi,0,0,15,MG BBQ & Grill,3.7,51,0,restaurants,Restaurant,platform_delivery,True,False,False,False,Pakistani
Lahore,31.4943263,74.4142633,54000,Asia/Karachi,18845,0,15,Shawarma Expert,3.2,41,0,restaurants,Restaurant,platform_delivery,True,False,False,False,Western
Lahore,31.5517132,74.4055028,54782,Asia/Karachi,0,0,15,Student biryani and Daal chawal,3.1,258,0,restaurants,Restaurant,platform_delivery,True,False,False,False,Biryani
Lahore,31.4524708,74.2181736,54000,Asia/Karachi,0,0,15,Abdur Razaq Shawarma & Burger Point,2.5,2,0,restaurants,Restaurant,platform_delivery,True,False,False,False,Fast Food
Lahore,31.4686302,74.2967445,54000,Asia/Karachi,18820,0,15,LA FIL’ATE,4.2,151,0,restaurants,Restaurant,platform_delivery,True,False,False,False,Fast Food
Lahore,31.4626111,74.2442778,34000,Asia/Karachi,18805,0,10,Al New Mashallah Paratha,4.1,902,0,restaurants,Restaurant,platform_delivery,True,False,False,False,
Lahore,31.4508183,74.4327883,54000,Asia/Karachi,18850,0,15,Dragon Kitchen,3.5,59,0,restaurants,Restaurant,platform_delivery,True,False,False,False,Pakistani
Lahore,31.4128002,74.225371,54000,Asia/Karachi,18800,0,10,Taza Khana,3.9,125,0,restaurants,Restaurant,platform_delivery,True,False,False,False,Pakistani
Lahore,31.506742,74.280468,542000,Asia/Karachi,0,0,12,Smoking Grill - Iqbal Town,3.4,163,0,restaurants,Restaurant,platform_delivery,True,False,False,False,Pizza
Lahore,31.4523246,74.2728028,54000,Asia/Karachi,18815,0,15,Burger Mart,4.3,253,0,restaurants,Restaurant,platform_delivery,True,False,False,False,Burgers
Lahore,31.5606752,74.3188595,54000,Asia/Karachi,0,0,15,IMRAN TIKKA CORNER (Mall Road Regal Chowk ),4.2,402,0,restaurants,Restaurant,platform_delivery,True,False,False,False,BBQ
Lahore,31.4504053,74.2853903,54000,Asia/Karachi,18820,0,15,Pizza Lounge,4.3,26,0,restaurants,Restaurant,platform_delivery,True,False,False,False,Fast Food
Lahore,31.44389645,74.26637975,54000,Asia/Karachi,0,0,15,Crispy Planet - JTS,1.0,3,0,restaurants,Restaurant,platform_delivery,True,False,False,False,American
Lahore,31.5054136,74.3322369,06755,Asia/Karachi,0,0,15,Melt - Gulberg,3.0,19,0,restaurants,Restaurant,platform_delivery,True,False,False,False,Beverages
Lahore,31.46756085,74.2661579,54000,Asia/Karachi,18815,0,10,Big Moe's Diner,3.9,386,0,restaurants,Restaurant,dine_in,True,False,False,True,Healthy Food
Lahore,31.4606478,74.42513065,54000,Asia/Karachi,18845,0,10,RPM (Real Pan Asian Meal),3.3,3,0,restaurants,Restaurant,platform_delivery,True,False,False,False,Chinese
Lahore,31.4599612,74.28207805,54000,Asia/Karachi,18815,0,15,Filfillah (Shawarma Company),3.8,510,0,restaurants,Restaurant,platform_delivery,True,False,False,False,Fast Food
Lahore,31.4603726,74.4250534,54000,Asia/Karachi,18845,0,10,Hot N Chilli,3.9,45,0,restaurants,Restaurant,platform_delivery,True,False,False,False,Pakistani
Lahore,31.5323671,74.3630581,54000,Asia/Karachi,0,0,15,Tea @ Terrace-Square Mall Fortress,2.9,22,0,restaurants,Restaurant,platform_delivery,True,False,False,False,Fast Food
Lahore,31.4815292,74.3954924,54000,Asia/Karachi,18840,0,10,My Burger!,3.9,4072,0,restaurants,Restaurant,platform_delivery,True,False,False,False,Burgers
Lahore,31.47717,74.310267,54000,Asia/Karachi,18820,0,10,Muqadas Restaurant - Faisal Town,4.2,5027,0,restaurants,Restaurant,platform_delivery,True,False,False,False,Pakistani
Lahore,31.5290034,74.3152002,54700,Asia/Karachi,0,0,15,BURGER & FRIES,3.8,106,0,restaurants,Restaurant,platform_delivery,True,False,False,False,Fast Food
Lahore,31.521585,74.3441205,54000,Asia/Karachi,18825,0,10,Cinema Nachos,4.7,12,0,restaurants,Restaurant,platform_delivery,True,False,False,False,Pakistani
Lahore,31.4391316,74.4315967,54000,Asia/Karachi,18845,0,15,Sadia's Kitchen,4.3,799,0,restaurants,Restaurant,platform_delivery,True,False,False,False,Pakistani
Lahore,31.48320925,74.394946,54000,Asia/Karachi,18835,0,10,Neat Meat,4.3,51,0,butchery,Shop,platform_delivery,True,False,False,False,
Lahore,31.50672435,74.28042865,54000,Asia/Karachi,18815,0,10,Super Grill Burger,4.2,5083,0,restaurants,Restaurant,platform_delivery,True,False,False,False,Pakistani
Lahore,31.4249096,74.2311268,54000,Asia/Karachi,18805,0,10,The Bees Cafe,5.0,1,0,restaurants,Restaurant,platform_delivery,True,True,False,False,Fast Food
Lahore,31.566779,74.311653,XXXXX,Asia/Karachi,18825,0,10,What A Paratha - Mall Road,4.4,8080,0,restaurants,Restaurant,platform_delivery,True,False,False,False,Pakistani
Lahore,31.5005937,74.3214822,54000,Asia/Karachi,18820,0,5,Karachi Sindhi Biryani,3.3,148,0,restaurants,Restaurant,dine_in,True,False,False,True,Pakistani
Lahore,31.4398881,74.3562198,54000,Asia/Karachi,0,0,15,Karachi Naseeb Biryani,3.0,3,0,restaurants,Restaurant,platform_delivery,True,False,False,False,Pakistani
Lahore,31.383447,74.186628,54000,Asia/Karachi,18795,0,15,Shama's Kitchen,3.7,655,0,restaurants,Restaurant,platform_delivery,True,False,False,False,Fast Food
Lahore,31.4533743,74.273135,54000,Asia/Karachi,0,0,15,Yeast & Cheese,3.3,14,0,restaurants,Restaurant,platform_delivery,True,False,False,False,Fast Food
Lahore,31.52022528,74.26793489,545000,Asia/Karachi,0,0,15,Hunter,0.0,0,0,restaurants,Restaurant,platform_delivery,True,True,False,False,Fast Food
Lahore,31.47131072,74.39054269,54792,Asia/Karachi,18835,0,5,PHARMAFIX,0.0,0,0,health_and_wellness,Shop,platform_delivery,True,False,False,False,
Lahore,31.506335,74.279039,54000,Asia/Karachi,18815,0,10,Grill Hut My Burger,4.1,1893,0,restaurants,Restaurant,platform_delivery,True,False,False,False,Burgers
Lahore,31.4431371,74.3059372,54000,Asia/Karachi,0,0,15,Shawarma Hut - PIA Road,2.7,175,0,restaurants,Restaurant,platform_delivery,True,False,False,False,
